a,b,verdict,basis,repair
free-ict-tools-safety-checklist,special-needs-behavior-record-guide,DISTINCT,"分担どおり相談ラダーが割れている。行動記録側の「共有・相談の順番」は記録という文書を外へ出すときの了解取り（①コーディネーターへ一言→②ケース会議→③管理職→④保護者の了解）で、free-ictのGate 1は外部サービスの利用手続きがどこに定められているかを探す手順。行動記録側の「記録の本文は、外部サービスに入力しない」もkoomuの校務ゲート2へ委譲されており、free-ictの5ゲートを持ち込んでいない。","-"
free-ict-tools-safety-checklist,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"仕分け側の資産は「アクセスの保障か、力そのものを育てる指導か」と「評価場面で使ってよいかの仕分け表」（重なり・一貫性・根拠の3問）で、外部サービスの安全確認は末尾で「校内で承認されていない外部サービスやアプリを使う場合の安全確認は free-ict を先に通してください」と委譲。free-ict 側は合理的配慮の位置づけを一切扱っていない。片方向委譲で重複なし。","-"
free-ict-tools-safety-checklist,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"支援ツール側は「使ってよいかの確認と、本人に合うかの判断を分ける」節で『この手順は[無料ICTツール]が扱っているため、本記事では前提が通った候補を比べる側に絞ります』と明言し、候補比較シートでも該当行は「前提の確認が済んでいるか」という済否確認1行に縮約されている。無料ICT側も冒頭「扱わないもの」で『どのツールを選ぶか→支援ツール記事』と返しており、5ゲートの判定基準は重複していない。","-"
free-ict-tools-safety-checklist,special-needs-parent-collaboration,DISTINCT,"どちらも「情報を外へ出す」に触れるが対象が別。無料ツール側の Gate 3 は外部ICTサービスへの送信・保存（要配慮個人情報が設定欄・作品・学習ログから出る経路）、面談側の「面談で聞いた情報を校外へ出すときの区分」は公立＝第69条／私立・大学法人立＝第27条という関係機関共有の法的区分と、児童虐待防止法第6条の通告義務。参照条文も判断対象も重複していない。","-"
free-ict-tools-safety-checklist,special-needs-visual-schedule-support,DISTINCT,"視覚支援側の外部サービス言及は皆無で、写真については「児童生徒を撮影して支援ツールに使うことの可否と手続きは、所属校・設置者のルールに従います」の1文のみ。デジタル表示を選ぶ場合の機器選定は支援ツール記事へ委譲しており、free-ictのゲート判定は再掲されていない。","-"
giga-device-lesson-use-guide,google-forms-school-use-guide,RELATED_BUT_DISTINCT,"端末側は前日実機確認と当日の切り上げ基準（1人1分・学級3分）、状況別の引き継ぎ目安。フォーム側は配布前の設計判断で、フォーム側から「授業で端末をどう使うか、紙と端末の使い分け → giga」と委譲済み。端末側「一斉授業で使う」に回答を大画面表示する際の匿名設定への言及が一行あるが、フォーム側の「無記名は匿名ではない」（自由記述・所属・回答時刻からの推測、結果の概要が回答者全員に見える設定）とは粒度も対象も別で、判定表の重複所有ではない。","-"
giga-device-lesson-use-guide,individual-education-plan-writing-guide,RELATED_BUT_DISTINCT,"giga側は「使う機能はその回に1つだけ増やす」で『計画への位置づけ方は[個別の指導計画の書き方]で扱っています』と委譲し、「支援の手立てとして端末を使うとき」も選定・位置づけを外に出している。計画側も「計画に書く前に確認しておくこと」で『充電・持ち帰り・破損時の対応や、アプリが使えなくなったときの代替手段の考え方は[端末を使う授業の前日準備]に譲ります』と書く。実機確認10項目と計画記載の観点は別資産。","-"
giga-device-lesson-use-guide,reasonable-accommodation-school-record,DISTINCT,"端末側の「支援の手立てとして端末を使うとき」は「どのツールをどの困りごとに当てるかの検討は本記事の範囲外です」と明示し、配慮としての位置づけも別記事へ送っている。配慮記録側も「選んだ手立てを記録の文にする部分だけを扱います」と限定。実機確認10項目と配慮記録6欄に共通項はない。","-"
giga-device-lesson-use-guide,special-needs-behavior-record-guide,DISTINCT,"読者ジョブが別（明日の端末授業を止めないための実機確認と切り上げ基準／気になった1件をABCの3欄で残す観察記録）。giga側の授業後チェック表は端末とトラブルの記録で、ABC・粒度3基準・共有相談の順番は一切無い。相互リンクも無い。","-"
giga-device-lesson-use-guide,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"端末側の「支援の手立てとして端末を使うとき」は4行で、ツール選定を support-tools へ、位置づけを ict-reasonable-accommodation へ振り、「本記事が扱うのは、そこで決めた使い方を当日の授業で動かすための準備とトラブル時の判断です」と自分の範囲を限定。仕分け側は配慮／指導の二分と評価場面の仕分け表を持ち、端末運用の手順は持たない。相互リンクあり、本文の重複なし。","-"
giga-device-lesson-use-guide,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"支援ツール側の「授業で使うときに決めておくこと」表は使う場面・本人の選択・紙との併用・目的の維持・個人情報の5行に絞られ、末尾で『授業前の実機確認や、端末が使えないときの対応は[giga]で扱っています』と委譲。giga側も「支援の手立てとして端末を使うとき」で『どのツールをどの困りごとに当てるかの検討は本記事の範囲外』と明記。授業前チェック表10項目と状況別トラブル表はgiga単独所有。","-"
giga-device-lesson-use-guide,special-needs-parent-collaboration,DISTINCT,"端末側は当日のトラブル判断（「1人の端末に張り付くのは1分程度まで、学級全体で3分」）と校内の引き継ぎ目安、面談側は「聞く → 保留 → 校内確認 → 回答までの並び」の①〜⑨と面談1回分の記録シート。相手も判断も別で、相互リンクもない。","-"
giga-device-lesson-use-guide,special-needs-visual-schedule-support,DISTINCT,"共通するのは「支援の手立てとして端末を使うとき」の1節だけで、そこも目的別ツール選定は支援ツール記事、位置づけはict合理的配慮記事へ振っている。視覚支援側の資産（形式5種の比較表、3点セット、終わりの示し方、見直し記録シート）はgigaに存在せず、相互リンクも無い。","-"
google-forms-school-use-guide,individual-education-plan-writing-guide,DISTINCT,"フォーム側の共有・保管の記述は回答データ固有（誰が個票を読むか／集計値を示す相手、フォームとスプレッドシートで別々の権限、消す場所は最大3か所、オーナー移管）で、一般的な保管期間・削除の決め方は free-ict の Gate 5 へ委譲。計画側の「この文書を、誰まで共有し・どう保管し・どう捨てるか」は個別の教育支援計画・指導計画という文書を対象に、校外に出る場面で管理職の確認を挟む手順を扱う。対象文書も読者の場面も別。","-"
google-forms-school-use-guide,reasonable-accommodation-school-record,DISTINCT,"前者は「設定画面を開く前に決める5つ」とフォーム／回答スプレッドシートの権限設計、後者は合意した配慮を6欄で書き残す記録法。読者ジョブ・様式・一次資料（Google公式ヘルプ 対 対応指針）が全く別で、相互リンクも無い。","-"
google-forms-school-use-guide,special-needs-behavior-record-guide,DISTINCT,"フォーム側の共有範囲の話は「権限は2か所、消す場所は最大3か所」というGoogleフォーム固有の構造（フォーム本体／回答スプレッドシート／提出フォルダ）。行動記録側の共有は「共有・相談の順番」の1〜4（同僚・コーディネーター→ケース会議→管理職→保護者了解）という人的な段取りで、保管・廃棄は計画記事へ委譲済み。共有チェックリストなし。","-"
google-forms-school-use-guide,special-needs-ict-reasonable-accommodation,DISTINCT,"読者ジョブが無関係（フォーム配布前のログイン要求・記名の粒度・権限2か所／ICT利用の合理的配慮か指導かの仕分けと評価場面）。共有チェックリストも相互リンクも無い。フォーム側の「回答できない人が出ることを前提にする」は配慮の仕分けではなく回答手段の代替の話。","-"
google-forms-school-use-guide,special-needs-ict-support-tools-checklist,DISTINCT,"フォーム側は除外リストで「そもそもどのツールを選ぶか → support-tools」と振っており、自身は回答収集の設計判断のみ。支援ツール側は「参加できていない場面を書き出す」から「続ける／調整する／やめる」までの選定と試用の手順で、フォーム設計には触れない。共有する様式・判定基準はない。","-"
google-forms-school-use-guide,special-needs-parent-collaboration,DISTINCT,"どちらも保護者が相手だが、前者は「ログインを要求できる相手か」「回答できない人が出ることを前提にする」と回答収集の設計、後者は「その場で『できます／できません』と即答しないための判断手順」と面談1回分の記録。フォーム側は法令上の枠組みを校務ゲート2へ委譲していて第27条・第69条には触れず、面談側が校外提供の区分表を単独所有している。","-"
google-forms-school-use-guide,special-needs-visual-schedule-support,DISTINCT,"フォーム側は「設定画面を開く前に決める5つ」と配布前設計シート、視覚支援側は形式・情報量・提示位置の選定と「予定変更を、同じ視覚的手段で伝え直す」3点セット。読者ジョブ・様式・架空例のいずれにも接点がない。","-"
individual-education-plan-writing-guide,reasonable-accommodation-school-record,RELATED_BUT_DISTINCT,"配慮記録の欄立ては reasonable-accommodation の6欄に一本化し、IEP 側は「どちらの計画へ、どの粒度で転記するか」だけを扱う形へ変更済み。","-"
individual-education-plan-writing-guide,special-needs-behavior-record-guide,RELATED_BUT_DISTINCT,"校内の相談ラダーの所有を behavior-record へ一本化し、IEP からは管理職・外部機関の手続き規定と行き違いの段落を削除済み。IEP は計画の材料集めだけを扱う。","-"
individual-education-plan-writing-guide,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"仕分け記事は「仕分けの結果が、書く場所を決める」で配慮→個別の教育支援計画／指導の手立て→個別の指導計画という対応だけを述べ、『計画への書き方…は[個別の教育支援計画・個別の指導計画の書き方]に一本化しています』と明記。計画側の「ICT活用を計画に位置づけるとき」は書き方の観点（場面・操作者・使い方・目標との対応・機能）のみで、配慮か指導かの仕分け表や評価場面の仕分け表は持たない。計画側の「合理的配慮と日常的な支援の区別」は合意の有無という別軸の3文にとどまる。","-"
individual-education-plan-writing-guide,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"計画側「ICT活用を計画に位置づけるとき」は「目的別の整理は…支援ツールを選ぶ手順にまとめています。ここでは、選んだあとに「計画のどの欄へどう書くか」だけを扱います」と明記し、実際に目的別分類表を持たない。ツール側も「誰と決め、どこに位置づけるか」の末尾で「計画への位置づけ方、および記録の共有範囲・保管・廃棄の扱いは…個別の教育支援計画・個別の指導計画の書き方」と委譲。双方向に線が引けている。","-"
individual-education-plan-writing-guide,special-needs-parent-collaboration,RELATED_BUT_DISTINCT,"IEP「誰から・どの順で集めるか」の4番目（保護者）が面談記事へ委譲し、面談記事は逆に「面談の場で誤って説明しやすい、計画の根拠規定」で施行規則134条の2・139条の2・141条の2の読み違い2点だけを所有し、計画の定義・違い・書き方はIEPへ返している。個人情報も、校内の共有範囲・保管・廃棄はIEP、校外提供の法令区分（69条／27条／児童虐待防止法6条）は面談記事、と割れており重複していない。","-"
individual-education-plan-writing-guide,special-needs-visual-schedule-support,RELATED_BUT_DISTINCT,"視覚支援側の「視覚支援の見直し記録シート」は支援ツール1つにつき1枚で、中心欄は「本人が自分で参照したか」。同記事は「見直しを学期ごとの評価や次の担当者への引き継ぎにつなぐ書き方は…にまとめてあります」と計画側へ委譲し、「このシートは支援ツールの記録であり、本人の行動そのものの記録とは分けて扱います」と範囲を切っている。計画側の「評価欄は、次の担当者への申し送りとして書く」の4観点は計画文書側の作法で、視覚支援の形式・情報量・提示位置は扱わない。重複所有なし。","-"
reasonable-accommodation-school-record,special-needs-behavior-record-guide,RELATED_BUT_DISTINCT,"「解釈ではなく観察できた事実で書く」という記述基準の所有を behavior-record へ一本化し、配慮記録側は困難さの欄に固有の置き換え例だけを残す形へ変更済み。","-"
reasonable-accommodation-school-record,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"配慮記録側は「〇〇が苦手なので配慮する」では引き継げない」を起点に6欄様式と書き換え表を所有し、評価面については「評価場面に固有の確認事項は…仕分けから計画・評価場面までの筋道にまとめています」と委譲。ICT側は「評価場面で使ってよいかの仕分け表」（重なり／一貫性／根拠の3問）を単独所有し、記録の残し方は配慮記録側へ委譲。両者の定義表も軸が別（配慮記録側＝基礎的環境整備と合理的配慮、ICT側＝合理的配慮と教育課程上の指導）。","-"
reasonable-accommodation-school-record,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"配慮記録側は「→ 配慮に使う支援ツールの分類と選び方は…この記事では、選んだ手立てを記録の文にする部分だけを扱います」と明記し、目的別分類表・候補比較シート・試用条件シートを一切持たない。ツール記事側も「配慮として記録に残す形は合理的配慮の記録の書き方で扱っています」と返しており、6欄・書き換え表は再掲していない。","-"
reasonable-accommodation-school-record,special-needs-parent-collaboration,RELATED_BUT_DISTINCT,"双方が過重な負担に触れるが分担が明示されている。配慮記録側「要望どおりに実施できないときに、何を書き残すか」は記録に残す4材料（相談内容と目的／実施できる範囲の境目／代替案とその根拠／誰に相談しどこで判断されたか）を所有し、即答できない要望の運び方と言い方は面談側へ委譲。面談側は「その場で『できます／できません』と即答しないための判断手順」①〜⑨のフローと「⑤で保護者に伝える言い方の例」を所有し、配慮の内容・実施期間・担当者・見直し時期の継続記録は「この記事が引き受けない範囲」で配慮記録側へ委譲、記入例でも「上記の配慮の記録項目の側へ移します」と実際に転記を指示している。","-"
reasonable-accommodation-school-record,special-needs-visual-schedule-support,RELATED_BUT_DISTINCT,"配慮記録は本人・保護者と合意した配慮を6欄で残す文書で、「見直し時期の欄は、日付だけでは足りない」は本人に聞くこと・記録から見ること・校内で確かめることの3点。視覚支援は支援ツール1つにつき1枚の「視覚支援の見直し記録シート」で、中心欄は「本人が自分で参照したか」、シート自身が『支援ツールの記録であり、本人の行動そのものの記録とは分けて扱います』と範囲を切っている。記録対象（合意した配慮 対 作った支援ツール）が別で、欄も重ならない。","-"
special-needs-behavior-record-guide,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"ICT側は「相談に持っていく二つの材料」の直後に「誰に・どの順で相談し、どこまでを校内で共有するかは…行動記録の取り方の「共有・相談の順番」に一本化しています」と明記し、相談ラダーの本文を持たない。行動記録側が「共有・相談の順番」1〜4を単独所有。ICT側が持つのは仕分けから直接出る2材料（目的の一文と試した記録）だけ。","-"
special-needs-behavior-record-guide,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"『効いたかを印象で決めない』という原則は共通だが、所有物が別。行動記録側の「支援の見直しは『よくなった気がする』で行わない」は記録の読み返し時期と変更前後の比較という記録運用の話、ツール記事側の「観察した事実から、続ける／調整する／やめるを決める」は試用したツールに対する4値判定表（続ける／調整する／変える／いったんやめる）と次にすること。ツール記事は校内相談の順番を行動記録記事へ委譲済みで、ABC様式も持っていない。","-"
special-needs-behavior-record-guide,special-needs-parent-collaboration,RELATED_BUT_DISTINCT,"行動記録側「保護者に持ち出すのはどの部分か」は2文で、選び方・伝え方・診断的表現の回避を面談側へ委譲。面談側は⑤の直後で「校内の誰に・どの順で相談するかは…『共有・相談の順番』にあります。この記事が引き受けるのは、その相談先を保護者にどう伝えるかです」と明記し、実際に本文は言い方の例と保留事項の管理表に絞られている。相談ラダーの本文が面談側に再掲されていないことを確認済み。","-"
special-needs-behavior-record-guide,special-needs-visual-schedule-support,RELATED_BUT_DISTINCT,"視覚支援側が「行動そのものの記録のとり方、記録に基づいて支援を変えるかどうかの判断、校内で誰にどの順で相談するかは[行動記録]にまとめてあります。このシートが担当するのは、その判断材料のうち視覚支援の側だけです」と明示的に委譲済み。行動記録側の「支援の見直しは『よくなった気がする』で行わない」は記録の増減で判断する話、視覚支援側の「一度に一つだけ変える」は形式・情報量・位置のどれを変えたかを切り分ける話で、対象が別。","-"
special-needs-ict-reasonable-accommodation,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"ICT側は冒頭で「どのツールを選ぶか…は支援ツールを選ぶ手順にまとめています。本記事はその手前の「位置づけ」だけを扱います」と宣言し、「使い始める前に、この二つだけは言葉にする」でも「ツールの選定や本人との適合、継続・引き継ぎの確認は選定側の記事に置いています」と再確認したうえ、末尾で確認様式へ送っている。ツール側も冒頭で位置づけの整理をICT側へ送る。目的別分類・候補比較シート・試用条件シートはツール側にのみ存在。","-"
special-needs-ict-reasonable-accommodation,special-needs-parent-collaboration,RELATED_BUT_DISTINCT,"仕分け記事の資産は評価場面の仕分け表（読み上げ・音声入力・時間延長・別室が肩代わりする力と、重なりが起きやすい／にくい評価）と、配慮なら教育支援計画・指導なら指導計画という書く場所の決定。面談記事の資産は面談1回分の運び方と保留→校内確認→回答の並び、保護者への言い方の表。重なるのは仕分け記事の「前例がないとだけ返す」1箇条だけで、そこも『校内で検討して返答します』という一言に留まり、面談記事の言い換え表を所有してはいない。","-"
special-needs-ict-reasonable-accommodation,special-needs-visual-schedule-support,DISTINCT,"仕分け側は「アクセスの保障か、力そのものを育てる指導か」と評価場面の仕分け表で、見通し支援は「見通しをもつ力を育てるために、スケジュールアプリの使い方を学ぶ」という例示1行にとどまる。視覚支援側は形式選択・情報量・予定変更の3点セット・見直し記録シートが資産で、配慮／指導の仕分けや評価場面の判断は一切扱っていない。共有する判断基準・様式・架空例はない。","-"
special-needs-ict-support-tools-checklist,special-needs-parent-collaboration,DISTINCT,"支援ツール側で保護者に触れるのは試用シートの「家庭と共有する必要があるか。保護者へ説明したか」1行と「授業で使うときに決めておくこと」の個人情報行のみで、面談の運び方は持たない。面談側は「聞く → 保留 → 校内確認 → 回答までの並び」「面談1回分の記録シート」を所有し、ツール選定は扱わない。両者間のリンクも無く、共有する様式・判断基準も無い。","-"
special-needs-ict-support-tools-checklist,special-needs-visual-schedule-support,RELATED_BUT_DISTINCT,"双方向に線が引けている。ツール側の目的別分類「見通しを持つ」行の直後に「紙のスケジュール表や具体物との組み合わせを含めた形式の選び方は…視覚的な見通し支援の作り方で扱っています」、視覚支援側の「形式を選ぶ」でも「目的別（見通し・AAC・読み書き・記録・感覚）に分類して選ぶ手順は…にまとめてあります。デジタル表示を選ぶ場合はそちらで機器・アプリを決めてから」と戻している。所有資産も別で、ツール側は候補比較シートと4値判定表、視覚支援側は「本人が自分で参照したか」を中心欄とする見直し記録シートと「薄くしていくときの刻み方」。","-"
special-needs-parent-collaboration,special-needs-visual-schedule-support,RELATED_BUT_DISTINCT,"視覚支援側の「家庭で同じ形式を使うとき」は形式と記号をそろえる話に限定され、続く1行で「保護者への説明のしかた、家庭の負担への配慮、共有してよい情報の範囲の決め方は…保護者面談記事にまとめてあります」と委譲済み。面談記事側に視覚支援の形式選択・3点セット・見直し記録シートは無い。","-"
