a,b,verdict,basis,repair
special-needs-ict-reasonable-accommodation,ai-koomu-kaizen-nyumon,DISTINCT,"ICT配慮の制度上の位置づけと校務での生成AI利用可否で、読者ジョブ・判断軸・資産に共通点なし。","-"
special-needs-ict-reasonable-accommodation,chatgpt-tsuchihyo-shoken,DISTINCT,"ICT配慮の仕分けと所見作成で接点なし。","-"
special-needs-ict-reasonable-accommodation,digital-textbook-introduction-school-changes,OVERLAP_REQUIRES_REPAIR,"実文面で確認：DTB §4『特別支援教育での視点』の機能表（拡大・フォント変更／音声読み上げ／背景色・文字色／ハイライト／ルビ）と操作負荷・感覚過敏の注意が、ICTRA §4の具体例・§6②のマッチング確認と同じ観点を反復。DTB §5もICTRA §2の切り分けに接する。","ICTRAが『アクセス保障か力を育てる指導か』の仕分けと計画・評価場面への帰結を保持。DTBは§4の機能表と操作負荷・感覚過敏の注意を削除し、ICTRAとspecial-needs-ict-support-tools-checklistへの1行リンクに置換。DTBには教科書固有の『紙のほうがページの位置関係をつかみやすい子がいる』だけ残す。"
special-needs-ict-reasonable-accommodation,education-ai-service-checklist-before-use,OVERLAP_REQUIRES_REPAIR,"ICTRA L145『誰に・どの順で相談するか』の6段ラダーとEDUAI §10 L156『校内で誰に・どの順で確認するか』（言い出す人→情報担当→管理職→教委）が同型の梯子で、同じ運用則を反復している。","校内の確認ラダーは1本に集約する。ICTRAはL145-158をspecial-needs-behavior-record-guide L221へ委譲（BRG×ICTRAの修理と共通）、EDUAIは§10をfree-ict-tools-safety-checklist Gate 1へ委譲し、双方とも自前のラダーを持たず1行リンクのみ残す。"
special-needs-ict-reasonable-accommodation,free-ict-tools-safety-checklist,RELATED_BUT_DISTINCT,"ICTRA④の『個人情報・写真・動画の取り扱いが校内規定に沿っているか』はチェックボックス1項目で、FREEのGate 3/5の判定手順を持たない。","-"
special-needs-ict-reasonable-accommodation,giga-device-lesson-use-guide,OVERLAP_REQUIRES_REPAIR,"実文面で確認：GIGA L311-329『特別支援教育での配慮』は『障害名だけで支援を決めない』『端末が役立つ場面（音声入力／読み上げ／タイマーで見通し／AAC）』『個別の支援計画と連携』で、ICTRA §1の再定義・§4の具体例・§3の計画へのつなぎをそのまま短縮再掲している。","ICTRAが特別支援でのICTの位置づけを保持。GIGAはL311-329を章ごと削除し、ICTRAへの1行リンクに置換する（L322-329の計画連携はIEP §10へのリンクに置き換え、IEP×GIGAの修理と統合）。"
special-needs-ict-reasonable-accommodation,google-forms-school-use-guide,DISTINCT,"ICT配慮の仕分けとフォーム設計で接点なし。","-"
special-needs-ict-reasonable-accommodation,special-needs-ict-support-tools-checklist,OVERLAP_REQUIRES_REPAIR,"実文面で確認：ICTRA §6①目的の確認／②子どもへの合っているかの確認／③合意と記録の確認／④継続と引き継ぎの確認と、ICTTOOL L180 目的の明確さ／子どもとのマッチング／継続・引き継ぎ可能性／安全・管理が4区分で一対一に一致。ICTTOOL側はL216で同一内容をさらに再掲。","ICTTOOLが導入前チェックリストを保持（L180とL216を1本に統合し記入欄付き様式にする）。ICTRAは§6の②と④を削除しICTTOOLへ1行リンク、①目的の確認（配慮か指導かを言葉にできるか）と③合意と記録の確認（どちらの計画に載せたか）だけを残す。あわせてICTRA §4『分かる・選べる・伝えられる場面の具体例』を削除しICTTOOLの6分類へリンク。"
special-needs-ict-support-tools-checklist,digital-textbook-introduction-school-changes,OVERLAP_REQUIRES_REPAIR,"実文面で確認：DTB §4の機能表（拡大・フォント変更／音声読み上げ／背景色・文字色／ハイライト／ルビ）がICTTOOL『3. 読み書き支援』の分類そのもので、DTBの操作負荷・感覚過敏の注意もICTTOOL『5. 感覚・注意の調整支援』と重なる。既知の重複(b)。","ICTTOOLが読み書き支援・感覚調整の分類を保持。DTBは§4の機能表を削除しICTTOOLへ1行リンク（ICTRA×DTBの修理と共通）、デジタル教科書固有の『最初の単元は機能を一つに絞って始める』だけを残す。"
special-needs-ict-support-tools-checklist,giga-device-lesson-use-guide,OVERLAP_REQUIRES_REPAIR,"GIGA L315『端末が役立つ可能性のある場面』（音声入力／読み上げ・文字サイズ／タイマーで見通し／AAC）がICTTOOLの目的別6分類の再掲。GIGA L364『データの保存と管理』もICTTOOL L160『個人情報・写真の管理に注意する』と同項目。既知の重複(b)。","ICTTOOLが目的別ICT支援ツール分類とL160『個人情報・写真の管理』を保持。GIGAはL311-329を章ごと削除しICTRA／ICTTOOLへ1行リンク（ICTRA×GIGAの修理と共通）、L364-368はFREEへ委譲（FREE×GIGAの修理と共通）する。"
special-needs-ict-support-tools-checklist,google-forms-school-use-guide,DISTINCT,"支援ツール選定とフォーム配布前設計で接点なし。","-"
special-needs-parent-collaboration,ai-class-newsletter-prompt,DISTINCT,"面談記録と学級通信下書きで接点なし。","-"
special-needs-parent-collaboration,ai-koomu-kaizen-nyumon,RELATED_BUT_DISTINCT,"PAR L316は『生成AIに児童生徒・保護者の情報を入力しない』の1節＋外部リンクのみで、KOOMUのゲート判断や判断シートを再掲していない。","-"
special-needs-parent-collaboration,chatgpt-tsuchihyo-shoken,DISTINCT,"面談運営と所見のAI利用可否で読者ジョブが無関係。共有する判断軸・様式なし。","-"
special-needs-parent-collaboration,digital-textbook-introduction-school-changes,DISTINCT,"DTBの保護者言及は§5ステップ1の1行のみ。面談の運び方とは別ジョブ。","-"
special-needs-parent-collaboration,education-ai-service-checklist-before-use,DISTINCT,"面談運営とAIサービス導入前確認で接点なし。","-"
special-needs-parent-collaboration,free-ict-tools-safety-checklist,DISTINCT,"面談運営と外部サービス可否判定で読者ジョブ・資産に共通点なし。","-"
special-needs-parent-collaboration,giga-device-lesson-use-guide,DISTINCT,"面談運営と端末授業の当日運用で接点なし。","-"
special-needs-parent-collaboration,google-forms-school-use-guide,DISTINCT,"FORMSの保護者向け論点は配布手段（紙の代替）であり、面談の運営・記録とは判断軸が異なる。共有資産なし。","-"
special-needs-parent-collaboration,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"ICTRA③『合意と記録の確認』の保護者関連はチェックボックス1項目のみ。面談1回分の運営とICT利用の制度上の仕分けで判断軸が異なる。","-"
special-needs-parent-collaboration,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"ICTTOOL L204『家庭でも共有・連携できるか、保護者への説明をしているか』はチェックボックス1項目。面談1回分の運営とツール選定で別ジョブ。","-"
special-needs-parent-collaboration,special-needs-visual-schedule-support,OVERLAP_REQUIRES_REPAIR,"VIS L331『保護者・専門家との連携』とL375『家庭との連携』が、PARの保護者への説明・情報共有・負担への配慮と同じ内容を反復し、両記事が相互リンクを張ったまま中身も双方に置いている。","PARが保護者との連携・共有の運びを保持。VISはL331を削除しPARへ1行リンク。VISはL375のうち視覚支援固有部分（学校と同形式のスケジュールカードを家庭でも使う・家庭版スケジュール）だけを残し、説明の仕方・負担への配慮はPARへ委譲する。"
special-needs-visual-schedule-support,ai-class-newsletter-prompt,DISTINCT,"見通し支援と学級通信下書きで接点なし。","-"
special-needs-visual-schedule-support,ai-koomu-kaizen-nyumon,DISTINCT,"視覚的見通し支援と校務でのAI利用可否で読者ジョブ・資産に共通点なし。","-"
special-needs-visual-schedule-support,chatgpt-tsuchihyo-shoken,DISTINCT,"見通し支援と所見作成で接点なし。","-"
special-needs-visual-schedule-support,digital-textbook-introduction-school-changes,RELATED_BUT_DISTINCT,"DTB §4の『見通しのもちやすさ』『感覚過敏』は各1行の注意で、VISの見通し支援の設計手順を再掲していない。","-"
special-needs-visual-schedule-support,education-ai-service-checklist-before-use,DISTINCT,"見通し支援とAIサービス導入前確認で読者ジョブが無関係。","-"
special-needs-visual-schedule-support,free-ict-tools-safety-checklist,RELATED_BUT_DISTINCT,"VIS L279『ICT利用における留意点』の『外部サービス・クラウド利用は学校の許可と手順に従う』は1〜2項目のみ。FREEのGate判定手順を再掲していない。","-"
special-needs-visual-schedule-support,giga-device-lesson-use-guide,RELATED_BUT_DISTINCT,"GIGA L319『タイマーを使って見通しを持たせる』は特支章の1項目で、当該章はICTRAへ委譲される。GIGA L216『児童生徒への約束づくり』は端末運用のルールづくりでVISの視覚支援とは別物。","-"
special-needs-visual-schedule-support,google-forms-school-use-guide,DISTINCT,"見通し支援とフォーム設計で接点なし。","-"
special-needs-visual-schedule-support,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"ICTRA §4『分かる場面を増やす』のスケジュール関連は3項目程度の例示にとどまり、VISの見通し支援本体とは分量・判断軸が異なる。ICTRA §4はICTTOOLへ委譲される予定で、その修理後は接点が消える。","-"
special-needs-visual-schedule-support,special-needs-ict-support-tools-checklist,OVERLAP_REQUIRES_REPAIR,"ICTTOOL『1. 見通し支援』（タイマー・スケジュール表示・終わった活動を消す・紙や具体物と組み合わせる）とVIS L245-290『ICTを使った見通し支援』L71『スケジュールの形式を選ぶ』が同内容。ICTTOOL L58からVISへ相互リンクしながら双方が中身を持っている。既知の重複(b)。","VISが見通し支援そのもの（形式選択・予定変更・終わりの提示）を保持し、ICTTOOLが目的別ツール分類を保持。VISはL245-290を削除しICTTOOL『1. 見通し支援』へ1行リンク、ICTTOOLは『1. 見通し支援』を整理表1行（見通し支援｜タイマー・スケジュール表示）まで縮約しVISへリンクする。VIS L71は紙・具体物を含む形式比較としてVISの単独所有と明記。"
